Hour,Temperature,Load
13,82,1869828
14,82.76,1949680
15,82.56,1985837
16,82.96,1992353
17,82.64,1987378
18,82.08,1968265
19,80.96,1900739
20,80.08,1813800
21,79.52,1751111
22,78.8,1717258
23,78.48,1588139
24,78.2,1425464
01,77.76,1277883
02,77.84,1173364
03,77.48,1109744
04,77.32,1075298
05,77,1055974
06,76.84,1064256
07,76.52,1101447
08,77.2,1182619
09,78.56,1370059
10,80.12,1565742
11,81.56,1731715
12,82.8,1887558
13,83.48,2025016
14,83.8,2086347
15,83.04,2085123
16,83.48,2061652
17,82.32,2036647
18,81.44,1993310
19,80.6,1934017
20,79.44,1832823
21,78.28,1772430
22,77.56,1722576
23,77.32,1558805
24,76.8,1358911
01,76.68,1191336
02,76.48,1092507
03,76.16,1035507
04,76,1007370
05,75.76,1010560
06,75.52,1077068
07,75.4,1198333
08,76.92,1272250
09,79.08,1369392
10,80.88,1503542
11,82.68,1671531
12,83.8,1858083
13,85.4,2032935
14,85.6,2162948
15,86.04,2255147
16,85.8,2297844
17,85.72,2252608
18,84.8,2269984
19,83.08,2215759
20,81.04,2091332
21,79.32,1993748
22,78.16,1890801
23,77.76,1679467
24,77.16,1449848
01,76.6,1262697
02,75.84,1145320
03,75.24,1074319
04,74.88,1026659
05,74.48,1014850
06,74.04,1066033
07,74.04,1182551
08,76,1250384
09,78.8,1359148
10,81.28,1521775
11,83.36,1714808
12,84.92,1918042
13,85.96,2104953
14,87.36,2244922
15,87.88,2253465
16,88.04,2319733
17,87.2,2350014
18,86.32,2349790
19,85.16,2321257
20,83.52,2316062
21,80.96,2201010
22,80.12,2102442
23,79.36,1874248
24,78.72,1614930
01,78.04,1413164
02,77.48,1280554
03,76.88,1202232
04,76.64,1156980
05,76.2,1145284
06,75.84,1193690
07,75.84,1295310
08,78,1356309
09,80.96,1474654
10,83.76,1677117
11,86.4,1912904
12,88,2129250
13,88.96,2298427
14,89.24,2392396
15,88.68,2318889
16,88.52,2300647
17,86.44,2280235
18,84.88,2277634
19,83.56,2317493
20,82.04,2258436
21,80.24,2143710
22,79,2059297
23,78.52,1837765
24,77.84,1592947
01,77.28,1393191
02,76.96,1266630
03,76.88,1187244
04,76.6,1141981
05,76.08,1128924
06,75.92,1185025
07,75.88,1288827
08,78.08,1357825
09,81.52,1497180
10,84.04,1697728
11,86.6,1918883
12,88.64,2129939
13,89.6,2291299
14,88.8,2404060
15,89.44,2349853
16,86.96,2323888
17,85.28,2287574
18,84.68,2310645
19,83.6,2308816
20,81.48,2204625
21,79.28,2085220
22,78.16,2006482
23,77.52,1790990
24,76.44,1549276
01,76.16,1355096
02,75.76,1231349
03,75.2,1153100
04,74.84,1110883
05,74.48,1097907
06,74.28,1152005
07,74.16,1255308
08,76.52,1329850
09,80.2,1467919
10,83.36,1653985
11,86.08,1871624
12,87.12,2067915
13,88.56,2221739
14,89.56,2342198
15,89.4,2425264
16,89.24,2450292
17,89.16,2477788
18,88.4,2478772
19,87.08,2424657
20,83.96,2320941
21,81.52,2164483
22,80.48,2059169
23,79.04,1845938
24,78.2,1612758
01,77.04,1410512
02,76.4,1269354
03,75.8,1174701
04,75.52,1117889
05,75.24,1082836
06,75,1087889
07,74.92,1122676
08,76.4,1205313
09,78.64,1374989
10,81.2,1573580
11,81.72,1730851
12,83,1824422
13,83.88,1917730
14,84.08,1961196
15,84,1939932
16,82.6,1921048
17,81.88,1881370
18,81.28,1853608
19,80.44,1802784
20,78.84,1722373
21,77.44,1664300
22,75.92,1631404
23,75.48,1492682
24,74.6,1323680
01,74,1163766
02,73.2,1047360
03,72.84,983993
04,72.56,946611
05,72.04,922640
06,71.8,920646
07,71.68,953004
08,73.56,1051843
09,76.72,1271891
10,79.44,1510042
11,82.08,1721532
12,83.76,1904315
13,85.52,2063338
14,86.04,2189784
15,87.04,2276600
16,87.16,2324998
17,86.92,2346800
18,85.68,2340727
19,84.8,2293210
20,82.32,2158014
21,79.68,2032985
22,77.76,1934053
23,76.76,1708054
24,75.52,1462895
01,74.92,1258099
02,73.96,1124247
03,73.48,1036377
04,72.64,984266
05,71.96,971910
06,71.8,1019445
07,71.48,1118522
08,73.36,1185529
09,76.6,1310867
10,79.2,1485015
11,81.12,1676845
12,82.04,1867392
13,83.56,2025483
14,84.08,2145375
15,84.72,2214480
16,84.2,2232322
17,82.96,2207047
18,83.24,2172221
19,82.6,2132908
20,80.44,2006204
21,78.08,1897582
22,76.56,1815221
23,75.6,1600332
24,74.76,1365370
01,74.04,1175852
02,73.04,1064074
03,72.64,992353
04,72.4,952937
05,72.2,947693
06,71.68,1009855
07,71.2,1124712
08,72.72,1176628
09,75.6,1253327
10,78.52,1396053
11,80.4,1565747
12,82.08,1727991
13,82.92,1871632
14,83.76,1948029
15,83.44,2022742
16,83.28,2078554
17,83.08,2084984
18,82.6,2077457
19,81.8,2029996
20,80.12,1928688
21,77.96,1840779
22,76.8,1772932
23,75.72,1573276
24,75.12,1355623
01,74.52,1176478
02,73.84,1067625
03,73.52,1005948
04,72.88,972815
05,72.8,964709
06,72.36,1026136
07,72.2,1135853
08,73.68,1191819
09,76.6,1292129
10,79.72,1452684
11,81.8,1637124
12,83.2,1812024
13,83.96,1962942
14,84.12,2030014
15,83.56,2053473
16,83.4,2079519
17,81.8,2112555
18,81.48,2105542
19,80.44,2043879
20,79.28,1934545
21,77.24,1839375
22,75.56,1771485
23,74.68,1573783
24,74.04,1341717
01,72.88,1158684
02,72.56,1038037
03,71.92,971042
04,71.6,929500
05,71.48,922045
06,71.2,984247
07,71.12,1091321
08,73.12,1149384
09,76.72,1241448
10,80.24,1412464
11,83,1634042
12,84.52,1857797
13,85.04,2044532
14,85.44,2180590
15,83.76,2246918
16,83.04,2236818
17,82.88,2188362
18,82.8,2149003
19,81.8,2086065
20,80.68,1986881
21,78.52,1890331
22,76.92,1821329
23,76.16,1617340
24,74.84,1374288
01,73.8,1178070
02,73.04,1056149
03,72.72,977010
04,72.48,936967
05,72.28,932171
06,71.96,983627
07,71.92,1080124
08,73.8,1150991
09,76.64,1275690
10,78.76,1441590
11,80.76,1612387
12,81.92,1766490
13,82.68,1890120
14,82.88,1973140
15,83.36,2018950
16,82.6,2014992
17,82.76,2043863
18,82.64,2052980
19,81.88,2002280
20,79.4,1890399
21,77.56,1781301
22,75.84,1721619
23,75.28,1563747
24,74.72,1375286
01,74.4,1207078
02,73.8,1097168
03,73.4,1025090
04,73.36,985628
05,73.4,970674
06,73.48,986911
07,73,1027900
08,73.96,1102864
09,76,1268854
10,78.4,1460919
11,80.52,1640098
12,81.44,1782992
13,82.4,1899284
14,83.2,1978889
15,83.64,2022393
16,83.32,2055324
17,83.32,2080954
18,82.56,2086643
19,81.52,2044519
20,79.84,1934485
21,78.36,1830322
22,77.36,1774145
23,76.64,1620018
24,76.12,1438963
01,75.84,1261697
02,75.04,1142906
03,74.96,1073239
04,74.72,1028910
05,74.6,1001304
06,74.08,998797
07,73.84,1023063
08,75.32,1122696
09,78,1346286
10,80.28,1583339
11,82.52,1775843
12,84.32,1948049
13,85.68,2120538
14,87,2266854
15,87.28,2363480
16,87,2416660
17,87.88,2439461
18,86.76,2426531
19,85.04,2376605
20,83.68,2264378
21,81.44,2135053
22,80.24,2037485
23,79.32,1810783
24,78.72,1569933
01,78,1365694
02,77.48,1242824
03,77.2,1176202
04,76.8,1127657
05,76.16,1108049
06,75.88,1157278
07,75.72,1260797
08,76.96,1318090
09,79.24,1414282
10,81.68,1578290
11,83.76,1791035
12,85.64,2005383
13,86.68,2163385
14,86.64,2232516
15,84.36,2225710
16,84.08,2197236
17,82.48,2117609
18,81.96,2069059
19,81,2011074
20,79.56,1923399
21,78.48,1847260
22,77.68,1754971
23,77.16,1578838
24,76.72,1383388
01,76.08,1221136
02,76,1123693
03,75.76,1073449
04,75.4,1038672
05,75.48,1040318
06,75.44,1106751
07,75.48,1230187
08,76.36,1284556
09,78,1359438
10,80.16,1482478
11,81.48,1640221
12,82.88,1795234
13,83.4,1932085
14,83.56,2035812
15,82.88,2079911
16,83.16,2082073
17,81.84,2096841
18,81.92,2098912
19,81.4,2054071
20,80.32,1965418
21,79.24,1888902
22,78.24,1801038
23,77.96,1615416
24,77.4,1414526
01,77.16,1256504
02,76.64,1156842
03,76.16,1098418
04,76.16,1069886
05,76,1069951
06,75.48,1129725
07,75.4,1240860
08,76.2,1290121
09,77.76,1352908
10,79.56,1450325
11,81.16,1573526
12,83,1717845
13,82.88,1874514
14,83.6,1976674
15,82.6,2014910
16,81.68,1978436
17,80.76,1945442
18,79.92,1917454
19,79.72,1870140
20,78.76,1799901
21,77.6,1755823
22,77.2,1703233
23,76.92,1549158
24,76.72,1370463
01,76.4,1212542
02,76.2,1117216
03,76.12,1060006
04,75.72,1029713
05,75.52,1030932
06,75.32,1089668
07,75.28,1207862
08,76,1269407
09,77.92,1349830
10,80.12,1472991
11,82.12,1627397
12,83.04,1759371
13,83.72,1841763
14,84,1866904
15,83.92,1768181
16,82.88,1792203
17,82.64,1842808
18,82.56,1874160
19,81.92,1886873
20,80.76,1910559
21,79.52,1867753
22,78.4,1824591
23,77.8,1651592
24,77.4,1443721
01,77.2,1272368
02,77.08,1165723
03,76.64,1099374
04,76.12,1058845
05,75.84,1051812
06,75.6,1101779
07,75.64,1201712
08,77.44,1284099
09,80,1424234
10,81.88,1594233
11,83.92,1778615
12,85,1934229
13,86.28,2046779
14,87.16,2096934
15,86.84,2116530
16,86.32,2169201
17,87.36,2248466
18,85.76,2290252
19,84.88,2255437
20,82.8,2138001
21,81.08,2024559
22,80.16,1951382
23,79.52,1777594
24,79,1580515
01,78.16,1398191
02,77.96,1273328
03,77.4,1189779
04,77,1138759
05,76.92,1110547
06,76.68,1112881
07,76.84,1147371
08,78.56,1245764
09,81.28,1458625
10,82.76,1663351
11,84.4,1836619
12,85.48,1990151
13,86.84,2112401
14,86.32,2191689
15,85.4,2225737
16,85.68,2252348
17,85.44,2280252
18,84.68,2243528
19,84.12,2171927
20,82.12,2062499
21,80.72,1947767
22,79.96,1868409
23,79.04,1705445
24,78.84,1525119
01,78.2,1360870
02,77.6,1241919
03,77.12,1162798
04,76.76,1107585
05,76.64,1083098
06,76.68,1084880
07,76.68,1105407
08,78.56,1210786
09,81.4,1464247
10,83.48,1727385
11,85.28,1904565
12,87,2062366
13,87.04,2189512
14,86.2,2244856
15,85.88,2256672
16,86.2,2258833
17,86.04,2266819
18,84.64,2271218
19,84.4,2235815
20,82.88,2124634
21,81.48,2002142
22,80.32,1920312
23,79.68,1764266
24,78.92,1579040
01,78.04,1387748
02,77.68,1252773
03,76.92,1164031
04,76.56,1102341
05,76.36,1073658
06,76.04,1071583
07,75.88,1094867
08,77.92,1182100
09,81.04,1438340
10,83.92,1746123
11,86.16,2020507
12,87.6,2235619
13,88.76,2379846
14,89.96,2410417
15,90.2,2434331
16,88.2,2421769
17,87.92,2411891
18,86.92,2403996
19,85.84,2394815
20,83.8,2241648
21,81.48,2062372
22,80.12,1928323
23,79.36,1796177
24,78.56,1602023
01,77.96,1385774
02,77.24,1245832
03,77.12,1152007
04,76.24,1101880
05,76.04,1076400
06,75.68,1115066
07,75.32,1202810
08,77.12,1270447
09,80.88,1432055
10,83.6,1659360
11,86.12,1917026
12,88.24,2153129
13,89.32,2350264
14,90.44,2417256
15,90.8,2475502
16,91.16,2537128
17,91.08,2581539
18,90.8,2601626
19,89.04,2561345
20,86.08,2523316
21,83.68,2405003
22,82.2,2254272
23,81.12,1994682
24,80,1718029
01,79.24,1488352
02,78.2,1342067
03,77.4,1250662
04,77,1189418
05,76.44,1161234
06,75.76,1197088
07,75.12,1278773
08,77.04,1334887
09,79.84,1444695
10,83.08,1617575
11,85.72,1846943
12,88.16,2081052
13,89.32,2286810
14,90.64,2451130
15,91.12,2494371
16,91.12,2533164
17,90.92,2577167
18,90.2,2588015
19,88.84,2553580
20,86.72,2514790
21,84.24,2376212
22,82.56,2250230
23,81.44,2008621
24,80.32,1737219
01,79.48,1519949
02,79,1376133
03,78.64,1282794
04,77.88,1223411
05,77.4,1194368
06,76.84,1227596
07,76.52,1309896
08,78.04,1360125
09,80.48,1513769
10,83.84,1723003
11,85.96,1959935
12,87.4,2185770
13,88.84,2366164
14,89.8,2496971
15,90.64,2588024
16,90.8,2629321
17,90.84,2585973
18,90.56,2572984
19,89.48,2620138
20,87.04,2533116
21,84.48,2387493
22,82.72,2277412
23,81.32,2030782
24,80.32,1761875
01,79.76,1544469
02,78.72,1401671
03,78,1299469
04,77.12,1237282
05,76.64,1210139
06,76.28,1241371
07,76.16,1322467
08,78.64,1387597
09,81.4,1540840
10,84.4,1749979
11,86.52,1981065
12,87.64,2202317
13,89.48,2386872
14,90.32,2511258
15,90.44,2580055
16,88.16,2557659
17,86.32,2441973
18,85.16,2328857
19,83.88,2225827
20,82.88,2119105
21,81.4,2042960
22,79.68,1955260
23,79.44,1794463
24,79.4,1611146
01,78.84,1440373
02,79.2,1327420
03,78.88,1261521
04,78.4,1216407
05,78.32,1188221
06,78.04,1195872
07,77.68,1238657
08,78.56,1320573
09,79.44,1463157
10,80.84,1616035
11,81.96,1735271
12,83.24,1847410
13,83.8,1936061
14,84.2,2024387
15,84.4,2056642
16,84.88,2028826
17,85.48,2013355
18,84.32,2022338
19,80.72,1937024
20,80.2,1837280
21,79.48,1797225
22,78.68,1723109
23,77.64,1577569
24,77.16,1410698
01,76.52,1256588
02,76.6,1160115
03,76.6,1099264
04,76.04,1063781
05,76.44,1052676
06,75.92,1054853
07,76,1090122
08,76.64,1167297
09,77.48,1315032
10,78.8,1459047
11,79.76,1569266
12,80.96,1644534
13,81.76,1696605
14,82.48,1732269
15,83.44,1761401
16,83.64,1790925
17,83.2,1857513
18,83.52,1879738
19,82.84,1859146
20,82,1812156
21,81.48,1777658
22,80.84,1763855
23,80.64,1621576
24,80.2,1451667
01,80,1310056
02,79.64,1222121
03,79.76,1170589
04,79.24,1141295
05,78.72,1143820
06,78.24,1199119
07,77.92,1301714
08,79.2,1360111
09,80.88,1485269
10,83.08,1680482
11,85.32,1899411
12,86.56,2098289
13,87.44,2249246
14,87.64,2314672
15,87.44,2335383
16,86.6,2338549
17,84,2285440
18,83,2241271
19,82.32,2193043
20,80.6,2103201
21,79.28,1999057
22,78.44,1915968
23,77.8,1716220
24,77.24,1495816
01,76.96,1307169
02,76.72,1188151
03,76.52,1112979
04,76.4,1071107
05,76.2,1058958
06,76.08,1112630
07,75.84,1233789
08,77.16,1282548
09,79.72,1366635
10,82.08,1512176
11,84.32,1704946
12,85.96,1899006
13,86.64,2081305
14,88.24,2238058
15,88.08,2343386
16,86.56,2342345
17,86.16,2283713
18,85.44,2214980
19,84.08,2152806
20,82.44,2072952
21,80.76,1987810
22,79.64,1930783
23,79.2,1730062
24,78.84,1503443
01,78.32,1310378
02,77.76,1203400
03,77.2,1127012
04,76.6,1077001
05,76.4,1062303
06,76.2,1119281
07,75.88,1221645
08,77.72,1283543
09,80.68,1419115
10,83.4,1619605
11,85.32,1852423
12,86.6,2060295
13,87.76,2231569
14,88.76,2342681
15,88,2357494
16,85.92,2332786
17,85,2319490
18,84.04,2312858
19,82.6,2274323
20,81.52,2158574
21,79.72,2038461
22,78.36,1948434
23,77.76,1742620
24,77.2,1511315
01,77.04,1318754
02,76.76,1201658
03,76.08,1125395
04,75.68,1073554
05,75.48,1061719
06,75.28,1112136
07,74.8,1217236
08,76.6,1276131
09,79.84,1411956
10,83.12,1615276
11,85.2,1847537
12,86.6,2033440
13,87.72,2197129
14,88.84,2310945
15,88.96,2336897
16,87.44,2346377
17,86,2345259
18,84,2262375
19,81.76,2149369
20,80.64,2024886
21,79.08,1928480
22,78.32,1839522
23,77.64,1644818
24,77.72,1433008
01,77.08,1260652
02,76.68,1151500
03,76.24,1085991
04,76.08,1045068
05,75.96,1039935
06,75.4,1091050
07,75.24,1189664
08,76.88,1255142
09,80.56,1394881
10,83,1597674
11,84.88,1813072
12,86.4,2023262
13,86.6,2183929
14,86.44,2270951
15,85.96,2278133
16,84.24,2251132
17,84.92,2231712
18,83.2,2187185
19,81.64,2067330
20,80.32,1890587
21,79,1801798
22,77.96,1730198
23,77.28,1582529
24,76.8,1405398
01,76.84,1248874
02,76.72,1143311
03,76.52,1074009
04,76.12,1024193
05,76.04,1014189
06,75.84,1029189
07,75.28,1066086
08,77.68,1164016
09,80.92,1402064
10,83.56,1672129
11,85.72,1922543
12,87.6,2147703
13,89.04,2327228
14,89.12,2461634
15,89.56,2541894
16,88.64,2576175
17,86.64,2574843
18,85.32,2521400
19,83.72,2390814
20,82.12,2209700
21,80.92,2074748
22,79.8,1968241
23,79.16,1776163
24,78.6,1577899
01,78,1391485
02,77.24,1265127
03,76.96,1178504
04,76.68,1112397
05,76.6,1075836
06,76.2,1069970
07,75.92,1091308
08,78.2,1180165
09,81.52,1435443
10,84.12,1711874
11,86.16,1944771
12,87.96,2157106
13,89.04,2350144
14,89.8,2494553
15,89.64,2585798
16,87.92,2582985
17,87.56,2570051
18,86.16,2545229
19,85.04,2455702
20,83.68,2334520
21,82.16,2219855
22,81.28,2126534
23,80.32,1889940
24,79.68,1647191
01,78.96,1440074
02,78.48,1305973
03,77.92,1219616
04,77.56,1157817
05,77.04,1139444
06,76.64,1179173
07,76.44,1272758
08,78.8,1340795
09,81.52,1486793
10,83.8,1700814
11,86.04,1914171
12,87.76,2126174
13,88.84,2296485
14,89.44,2416696
15,89.68,2502577
16,90.12,2566580
17,89.32,2599767
18,89,2594822
19,87.72,2554187
20,84.84,2420287
21,83.12,2291817
22,82.08,2174669
23,81.28,1938068
24,80.12,1682389
01,79.6,1478358
02,78.64,1337084
03,78.32,1252251
04,77.8,1196035
05,77.36,1175056
06,77.04,1217550
07,76.8,1313093
08,79,1377784
09,82.04,1534673
10,84.52,1739991
11,86.08,1959845
12,87.76,2166896
13,88.08,2314409
14,87.8,2363464
15,86.6,2314226
16,86.64,2273016
17,86.16,2298935
18,86.08,2361209
19,85.08,2388999
20,83.72,2304139
21,81.8,2184141
22,80.72,2083059
23,80.12,1852161
24,79.56,1613915
01,78.96,1418131
02,78.08,1292355
03,77.88,1213507
04,77.36,1165909
05,77.44,1153568
06,77.16,1205461
07,76.72,1304405
08,78.92,1364827
09,82.08,1518487
10,84.8,1723795
11,86.72,1947276
12,88.16,2162407
13,89.36,2340427
14,90,2480009
15,89.6,2578327
16,89.32,2641287
17,88.48,2575125
18,87.92,2579840
19,86.28,2586839
20,84.2,2460461
21,82.24,2229013
22,81.04,2152599
23,79.8,1910614
24,79.44,1652353
01,78.92,1439011
02,78.04,1302657
03,77.36,1212762
04,76.48,1157347
05,76.08,1135420
06,75.76,1178523
07,75.4,1268440
08,78,1326192
09,81.32,1472453
10,84.16,1690605
11,86.84,1928941
12,88.68,2168329
13,89.84,2365386
14,90.76,2509243
15,91.28,2611253
16,91.2,2648427
17,90.96,2678224
18,90.24,2679863
19,88.32,2648535
20,85.96,2569427
21,83.4,2433166
22,82.24,2317826
23,81.52,2061491
24,80.52,1796337
01,79.24,1574409
02,78.76,1427620
03,78.16,1327916
04,77.52,1254553
05,77.48,1220470
06,76.72,1250227
07,76.08,1328235
08,78.52,1381089
09,82.04,1529416
10,85.32,1763898
11,87.96,2030400
12,89.96,2274316
13,90.92,2469642
14,92.04,2605199
15,91.32,2671565
16,91.76,2605750
17,91,2615177
18,89.8,2666262
19,88.52,2609411
20,86.48,2501698
21,84.56,2378546
22,83.2,2273510
23,82.16,2062283
24,81.68,1836220
01,81.04,1639341
02,80.32,1497801
03,79.88,1402134
04,79.72,1334543
05,79.56,1301927
06,78.92,1298579
07,78.48,1323485
08,80.2,1384705
09,83.36,1604663
10,86.16,1873751
11,88.8,2130514
12,90.84,2338792
13,91.6,2456078
14,91.04,2458164
15,89,2407633
16,87.8,2346450
17,85.96,2276102
18,85.24,2224318
19,83.6,2138058
20,82.56,2052968
21,81.6,1998986
22,80.68,1930158
23,80.56,1776779
24,80.08,1601435
01,79.76,1441958
02,78.96,1319459
03,78.4,1230659
04,77.88,1174814
05,77.4,1140771
06,77.12,1139844
07,76.6,1161866
08,78,1232475
09,81.48,1450688
10,85.2,1724945
11,87.92,1991291
12,89.12,2230388
13,90.44,2416640
14,91,2530619
15,91.32,2564346
16,91.04,2573713
17,90.24,2564002
18,88.56,2520637
19,86.48,2392693
20,84.52,2245252
21,82.08,2151736
22,80.92,2046151
23,80.24,1824314
24,79.32,1585530
01,78.8,1393732
02,78.08,1268969
03,77.36,1182740
04,77,1132391
05,76.64,1113941
06,76.48,1158014
07,76.04,1255749
08,77.48,1307494
09,80.64,1431228
10,83.32,1636853
11,85.64,1857867
12,87.92,2068481
13,88.92,2238280
14,89.76,2375268
15,90.08,2471304
16,89.88,2549504
17,89.44,2604872
18,88.72,2625315
19,87.6,2587467
20,85.12,2437617
21,82.6,2279709
22,80.52,2146210
23,79.68,1886835
24,78.52,1627889
01,77.96,1416294
02,76.88,1274828
03,76.28,1184628
04,75.8,1126243
05,75.16,1101214
06,74.44,1138693
07,73.92,1230620
08,76.24,1273553
09,80.16,1399004
10,83.4,1602272
11,85.92,1841801
12,87.8,2078471
13,89.24,2282320
14,89.84,2435861
15,90.6,2546812
16,90.92,2633161
17,90.84,2680033
18,90.08,2700682
19,89.24,2676114
20,86.24,2535411
21,83.48,2390443
22,81.8,2251063
23,80.72,1982947
24,79.88,1714429
01,78.68,1503380
02,78.2,1361212
03,77.44,1264230
04,76.68,1200210
05,76.48,1171688
06,75.88,1212718
07,75.64,1293370
08,77.28,1337204
09,81.2,1460311
10,84.88,1684108
11,87.84,1953413
12,89.6,2210269
13,91.12,2416161
14,91.68,2569486
15,91.88,2659135
16,92.72,2605969
17,92.04,2655454
18,91.56,2685649
19,90.04,2652602
20,87.04,2628537
21,84.56,2496505
22,83.12,2353374
23,81.72,2087980
24,80.8,1812461
01,80.32,1596381
02,79.64,1454502
03,78.6,1356639
04,77.96,1286950
05,77.8,1256592
06,77.08,1286399
07,76.84,1374655
08,78.44,1410589
09,81.96,1531674
10,85.44,1755714
11,88.24,2019265
12,89.64,2269416
13,90.92,2475947
14,91.32,2611130
15,90.88,2675874
16,90.88,2681203
17,90.96,2600043
18,90.48,2643560
19,88.48,2598357
20,85.44,2465544
21,83.28,2354976
22,81.6,2236856
23,80.8,1989624
24,80.2,1738851
01,79.48,1533805
02,78.92,1403945
03,78.28,1312460
04,78.2,1249050
05,77.6,1224314
06,77.16,1258404
07,76.36,1341774
08,78.28,1387240
09,81.8,1514415
10,84.76,1733591
11,87.2,1991519
12,89.28,2238614
13,90.4,2424285
14,89.44,2531872
15,89.08,2502502
16,88.52,2475705
17,87.28,2428863
18,84.44,2293892
19,81.64,2146896
20,79.76,1996573
21,78.44,1890247
22,77.72,1791206
23,76.6,1637434
24,76.04,1465527
01,75.56,1311789
02,75.4,1199943
03,75.16,1126443
04,74.72,1076921
05,74.56,1044856
06,74.12,1052502
07,73.88,1093323
08,75.6,1168949
09,79.48,1370129
10,82.2,1584502
11,83.84,1787406
12,85.36,1983628
13,86.88,2156519
14,86.44,2290965
15,86.64,2349043
16,85.72,2327918
17,81.96,2221502
18,80.16,2096122
19,78.8,1960485
20,77.8,1836268
21,76.8,1766849
22,76.44,1701655
23,75.76,1558298
24,75.36,1394561
01,75.32,1244694
02,75.16,1133626
03,75.12,1060897
04,74.8,1013039
05,74.72,987895
06,74.24,993022
07,73.96,1026360
08,74.88,1109773
09,78.08,1336935
10,81.2,1577274
11,83.36,1809361
12,85.08,2036591
13,86.6,2216245
14,86.72,2323753
15,85.32,2318994
16,84.84,2255766
17,83.92,2200012
18,82.84,2178048
19,82.24,2124650
20,81.28,2030551
21,79.32,1963450
22,78.32,1883615
23,77.64,1680705
24,76.92,1466334
01,76.44,1286841
02,75.6,1171414
03,75,1096789
04,74.84,1054630
05,74.72,1042247
06,74.36,1099995
07,74.2,1206640
08,75.72,1264342
09,79.12,1393872
10,82.32,1596948
11,84.64,1836725
12,86.24,2075801
13,87,2264042
14,86.84,2366482
15,87.24,2411528
16,87.12,2413330
17,85.04,2405828
18,83.44,2389878
19,82.6,2316440
20,80.68,2219525
21,79.2,2126754
22,78.32,2006590
23,77.56,1770061
24,76.96,1534481
01,76.56,1339760
02,76.2,1220979
03,75.72,1143708
04,75.08,1093394
05,74.92,1080409
06,74.88,1132818
07,74.44,1244964
08,75.6,1290717
09,78.36,1394523
10,81.2,1565506
11,83.56,1758190
12,84.92,1962251
13,85.64,2134365
14,86.08,2260565
15,86.92,2349857
16,87.52,2341802
17,86.56,2397357
18,85.88,2420722
19,83.8,2434649
20,81.88,2297824
21,79.84,2187994
22,79.12,2052487
23,78.36,1824549
24,77.48,1577501
01,76.88,1382131
02,76.44,1254257
03,75.92,1173721
04,75.56,1124913
05,75.48,1111547
06,75.24,1162158
07,74.92,1276874
08,76.08,1319464
09,78.64,1418570
10,81.72,1592244
11,83.64,1790054
12,85.76,2008744
13,86.88,2183520
14,87.52,2300032
15,86.6,2335445
16,86.28,2325519
17,85.76,2338223
18,84.8,2363348
19,83.44,2341021
20,82.24,2231544
21,80.68,2136967
22,79.48,2017604
23,78.84,1787272
24,78,1548683
01,77.04,1354815
02,76.6,1236907
03,76.12,1160749
04,75.96,1111013
05,75.6,1097941
06,75.48,1153960
07,75.24,1276375
08,76.64,1321252
09,79.84,1445710
10,82.48,1639163
11,84.64,1862618
12,86.88,2069479
13,87.92,2240856
14,88.68,2355700
15,88.2,2407135
16,87.08,2330721
17,85.8,2298360
18,84.64,2284437
19,83.08,2301857
20,81.68,2190448
21,80.28,2115879
22,78.76,2014207
23,78.2,1795386
24,77.4,1563832
01,76.8,1372784
02,76.24,1258251
03,76.04,1176591
04,75.52,1125550
05,75.04,1106894
06,74.64,1153518
07,74.32,1274726
08,75.92,1318060
09,78.84,1442161
10,81.84,1626290
11,83.84,1830125
12,85.12,2014488
13,85.48,2158939
14,85.72,2265195
15,84.68,2310928
16,83.56,2262846
17,82.96,2178679
18,82.2,2116924
19,80.96,2055073
20,79.68,1964078
21,77.88,1906289
22,77.08,1830401
23,76.6,1662811
24,76.2,1471984
01,75.6,1310569
02,75.12,1193121
03,74.72,1115063
04,74.48,1063833
05,74.32,1043883
06,74.04,1050494
07,73.64,1088774
08,74.92,1159451
09,77.48,1363922
10,81.48,1617573
11,83.56,1862192
12,85.28,2075115
13,86.2,2245749
14,85.68,2351343
15,85.76,2386285
16,85.2,2357388
17,84.76,2293774
18,83.04,2206279
19,81.16,2048878
20,79.84,1916917
21,78,1849429
22,76.96,1766203
23,76.56,1603358
24,76,1422038
01,75.12,1261633
02,74.84,1149478
03,74.96,1081798
04,74.24,1035217
05,74.04,1010275
06,73.6,1004586
07,73.48,1034307
08,74.88,1113093
09,77.72,1343124
10,81.12,1612910
11,83.88,1854094
12,85.2,2056896
13,85.4,2174770
14,85.12,2199251
15,83.44,2112791
16,82.52,1999420
17,82.48,1929010
18,79.96,1903300
19,78.72,1863640
20,78.48,1827497
21,77.48,1813551
22,76.8,1737259
23,76.52,1539954
24,75.92,1337920
01,75.64,1173071
02,74.92,1083505
03,74.76,1033230
04,74.52,1005321
05,74.48,1011703
06,74.04,1086921
07,73.84,1248698
08,74.6,1290253
09,76.52,1331575
10,79.56,1469548
11,82.12,1665228
12,83.84,1841370
13,84.8,1963137
14,84.92,2027008
15,84.84,2068889
16,84.36,2091636
17,82.96,2111482
18,82.56,2115116
19,82.12,2087585
20,81.24,2025153
21,79.88,1992443
22,78.88,1888043
23,78.2,1645878
24,77.84,1415772
01,77.36,1247085
02,77.24,1149066
03,76.6,1087359
04,76.24,1052746
05,75.6,1053732
06,75.28,1132518
07,74.92,1291597
08,75.6,1322078
09,78.88,1392439
